Ibuprofen
Levothyroxine
Acetaminophen
Lisinopril
Aspirin
Atorvastatin
Loperamide
Metformin
Famotidine
Albuterol
Omeprazole
Amlodipine
Naproxen
Metoprolol
Loratadine
Omeprazole
Cetirizine
Amoxicillin
Pseudoephedrine
Hydrochlorothiazide
Ranitidine
Montelukast
Dextromethorphan
Azithromycin
Diphenhydramine
Furosemide
Guaifenesin
Sertraline
Senna
Pantoprazole
Meclizine
Carvedilol
Miconazole
Citalopram
Nicotine
Escitalopram
Docusate
Hydrocodone
Bismuth Subsalicylate
Simvastatin
Ibuprofen PM
Losartan
Hydrocortisone
Gabapentin
Calamine Lotion
Fluticasone
Oxymetazoline
Tamsulosin
Melatonin
Alprazolam
Lisinopril
Levothyroxine
Atorvastatin
Metformin
Amlodipine
Metoprolol
Omeprazole
Simvastatin
Losartan
Albuterol
Gabapentin
Hydrochlorothiazide
Hydrocodone/Acetaminophen
Sertraline
Montelukast
Fluticasone
Amoxicillin
Citalopram
Insulin Glargine
Duloxetine
Escitalopram
Risperidone
Bupropion
Rosuvastatin
Pantoprazole
Esomeprazole
Venlafaxine
Fluoxetine
Ranitidine
Quetiapine
Glimepiride
Clonazepam
Warfarin
Zolpidem
Methylphenidate
Trazodone
Valacyclovir
Doxycycline
Oxycodone
Lorazepam
Furosemide
Clopidogrel
Ibuprofen
Diclofenac
Cephalexin
Azithromycin
Sildenafil
Lamotrigine
Clarithromycin
Prednisone
